ID,X,Y,Location,Point_Type,Edge_Type,Hard_Mater,Adj_LU,Erosion,Owner,Adj_H1,Vegetation,Hab_W1,Adj_H2,Vegetati_1,Hab_W2,Adj_H3,Vegetati_2,Hab_W3,Adj_H4,Vegetati_3,Hab_W4,IT_Width,Slope,0yster_Pre,Seagrass_P,geometry
694,-80.79813,28.81266,Oak Hill,Transition,No Structure,,Park,2,Public,Vegetation,"111, 515, 536, 107",5,"Sand, Shell",0,31,Water,0,0,,,,36,0.05,No,Yes,POINT (-80.79813 28.81266)
695,-80.80011,28.81569,Oak Hill,Transition,Hard Slope,"Rubble, Coquina",Park,1,Public,Vegetation,"101, 107",1,Sand,0,1,"Rock, Sand",0,4,Sand,,8,13,0.077,No,Yes,POINT (-80.80011 28.81569)
696,-80.80071,28.81616,Oak Hill,Transition,No Structure,,Park,2,Public,Vegetation,"133, 527",2,"Vegetation, S",0,3,"Sand, Shell",0,10,Water,,,10,0.087,No,Yes,POINT (-80.80071 28.81616)
697,-80.8028,28.81874,Oak Hill,Transect,No Structure,,Park,2,Public,Vegetation,"107, 111, 123",2,"Sand, Shell",0,6,Water,0,0,,,,8,0.095,No,Yes,POINT (-80.8028 28.81874)
698,-80.77559,28.81813,Canaveral National Seashore,Transect,No Structure,,Park,3,Public,Vegetation,"537, 536",2,"Vegetation, Shell",0,2,Shell,0,3,Water,,,6,0.088,No,Yes,POINT (-80.77559 28.81813)
699,-80.77467,28.82117,Canaveral National Seashore,Transect,No Structure,,Park,2,Public,Vegetation,"123, 108, 231, 510",3,"Vegetation, S",0,6,Mud,0,3,Water,,,12,0.064,No,Yes,POINT (-80.77467 28.82117)
700,-80.77554,28.82445,Canaveral National Seashore,Transect,No Structure,,Park,3,Public,Vegetation,"505, 111, 107",2,Vegetation,0,7,Mud,0,4,Water,,,13,0.094,No,Yes,POINT (-80.77554 28.82445)
701,-80.77422,28.82649,Canaveral National Seashore,Outfall,Hard Slope,Metal,Park,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.77422 28.82649)
702,-80.77346,28.82724,Canaveral National Seashore,Transect,No Structure,,Mosquito Impoundment,3,Public,Vegetation,"231, 510, 123",2,Vegetation,0,8,Mud,0,4,Water,,,14,0.042,No,Yes,POINT (-80.77346 28.82724)
703,-80.77222,28.8303,Canaveral National Seashore,Transect,No Structure,,Mosquito Impoundment,3,Public,Vegetation,"133, 123, 111",3,Vegetation,0,6,Mud,0,6,Water,,,15,0.056,No,Yes,POINT (-80.77222 28.8303)
704,-80.77036,28.83129,Canaveral National Seashore,Outfall,Hard Slope,Metal,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.77036 28.83129)
705,-80.76965,28.8325,Canaveral National Seashore,Transect,No Structure,,Mosquito Impoundment,2,Public,Vegetation,"231, 510, 108, 111",4,Vegetation,0,8,Mud,0,3,Water,,,15,0.098,No,Yes,POINT (-80.76965 28.8325)
706,-80.76748,28.83443,Canaveral National Seashore,Transect,No Structure,,Mosquito Impoundment,3,Public,Vegetation,"111, 231, 510",12,Mud,0,3,Water,0,0,,,,15,0.113,No,Yes,POINT (-80.76748 28.83443)
707,-80.76571,28.8373,Canaveral National Seashore,Outfall,Hard Slope,Metal,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.76571 28.8373)
708,-80.76566,28.83747,Canaveral National Seashore,Transect,No Structure,,Mosquito Impoundment,3,Public,Vegetation,"123, 233, 107",5,Vegetation,0,6,Mud,0,1,Water,,,7,0.082,No,Yes,POINT (-80.76566 28.83747)
709,-80.77154,28.83864,Canaveral National Seashore,Transect,No Structure,,Mosquito Impoundment,3,Public,Vegetation,"231, 510, 111",3,Vegetation,0,6,Mud,0,2,Water,,,11,0.097,No,Yes,POINT (-80.77154 28.83864)
710,-80.8368,28.87092,Oak Hill,Transect,Hard Slope,"Rubble, Concrete",Park,3,Public,Vegetation,"527, 123, 107",2,"Vegetation, R",111,3,O-Shell Bag,0,2,Water,,,5,0.113,Yes,Yes,POINT (-80.8368 28.87092)
711,-80.83672,28.87062,Oak Hill,Transect,Hard Slope,"Rubble, Concrete",Park,3,Public,Vegetation,"504, 111, 527",2,"Vegetation, R",0,2,"Sand, Rock",0,2,Water,,,6,0.107,Yes,Yes,POINT (-80.83672 28.87062)
712,-80.83683,28.87036,Oak Hill,Transect,Hard Slope,"Rubble, Concrete, Shell Bag",Park,3,Public,Vegetation,"527, 123",1,"Vegetation, R",0,2,"O-Shell bag, R",0,3,Water,,,5,0.117,Yes,Yes,POINT (-80.83683 28.87036)
713,-80.83694,28.8702,Oak Hill,Transition,Other,Shell Bag,Park,3,Public,Vegetation,"527, 504, 123",2,"Vegetation, S",0,2,"O-Shell bag, S",0,2,Water,,,4,0.078,Yes,Yes,POINT (-80.83694 28.8702)
714,-80.83701,28.86991,Oak Hill,Transect,Other,Shell Bag,Park,3,Public,Vegetation,"527, 123",2,Vegetation,0,2,"Vegetation, O-Shell bag",210,2,"O-Shell bag, W",,1,4,0.106,Yes,Yes,POINT (-80.83701 28.86991)
715,-80.83695,28.86964,Oak Hill,Transect,Other,Shell Bag,Park,3,Public,Vegetation,"527, 107, 111, 504",2,Vegetation,0,1,"O-Shell bag, Vegetation",210,2,Water,,,4,0.116,Yes,Yes,POINT (-80.83695 28.86964)
716,-80.83692,28.86935,Oak Hill,Transect,Other,Shell Bag,Park,3,Public,Vegetation,"107, 123",0,Vegetation,0,2,O-Shell bag,0,2,Water,,,4,0.075,Yes,Yes,POINT (-80.83692 28.86935)
717,-80.83694,28.86921,Oak Hill,Transition,No Structure,,Park,3,Public,Vegetation,"111, 527, 107",2,Sand,0,8,Water,0,0,,,,10,0.036,No,Yes,POINT (-80.83694 28.86921)
718,-80.83649,28.86846,Oak Hill,Transect,No Structure,,Park,3,Public,Vegetation,"505, 231, 123",1,Vegetation,0,3,Vegetation,0,4,Sand,,1,9,0.08,Yes,Yes,POINT (-80.83649 28.86846)
719,-80.836,28.86766,Oak Hill,Transect,No Structure,,Park,3,Public,Vegetation,"111, 123, 107",3,Vegetation,0,2,Sand,0,2,Water,,,8,0.069,No,Yes,POINT (-80.836 28.86766)
720,-80.83548,28.86677,Oak Hill,Transect,No Structure,,Park,3,Public,Vegetation,"111, 523",5,Vegetation,0,2,Sand,0,3,Water,,,10,0.08,No,Yes,POINT (-80.83548 28.86677)
721,-80.83522,28.8665,Oak Hill,Outfall,Hard Slope,Riprap,Residential,0,Private,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.83522 28.8665)
722,-80.83514,28.8664,Oak Hill,Transition,Hard Slope,"Riprap, Coquina",Residential,3,Private,Vegetation,99,1,Rock,0,3,Water,0,0,,,,3,0.15,Yes,Yes,POINT (-80.83514 28.8664)
723,-80.83483,28.86615,Oak Hill,Outfall,No Structure,,Residential,0,Private,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.83483 28.86615)
724,-80.83457,28.86614,Oak Hill,Transect,Hard Slope,Rubble,Residential,3,Private,Vegetation,"99, 107, 504",1,Rock,0,3,Water,0,0,,,,3,0.15,Yes,Yes,POINT (-80.83457 28.86614)
725,-80.83385,28.86578,Oak Hill,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,"99, 107, 111, 112",2,"Rock, S",0,1,Water,0,0,,,,3,0.2,Yes,Yes,POINT (-80.83385 28.86578)
726,-80.83338,28.86593,Oak Hill,Transition,No Structure,,Residential,1,Private,Vegetation,"99, 123",1,Vegetation,0,3,Sand,0,1,Water,,,4,0.15,Yes,Yes,POINT (-80.83338 28.86593)
727,-80.83331,28.86664,Oak Hill,Transition,Hard Slope,Rubble,Residential,1,Private,Vegetation,99,0,Rock,0,2,Water,0,0,,,,2,0.01,Yes,Yes,POINT (-80.83331 28.86664)
728,-80.83236,28.86706,Oak Hill,Transect,Hard Slope,Rubble,Residential,3,Private,Vegetation,99,1,Rock,0,3,Water,0,0,,,,3,0.2,Yes,No,POINT (-80.83236 28.86706)
729,-80.76018,28.73327,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"133, 111",4,Sand,0,2,Water,0,0,,,,6,0.074,No,Yes,POINT (-80.76018 28.73327)
730,-80.75922,28.73441,Merritt Island,Transect,No Structure,,Park,3,Public,Vegetation,111,3,Sand,0,3,Water,0,0,,,,6,0.102,No,Yes,POINT (-80.75922 28.73441)
731,-80.75883,28.7349,Merritt Island,Transect,No Structure,,Park,3,Public,Sand,,7,Water,0,0,,0,0,,,,7,0.049,No,Yes,POINT (-80.75883 28.7349)
732,-80.75843,28.73516,Merritt Island,Transect,No Structure,,Park,2,Public,Sand,,14,Water,0,0,,0,0,,,,14,0.031,No,Yes,POINT (-80.75843 28.73516)
733,-80.75873,28.73492,Merritt Island,Transect,No Structure,,Park,3,Public,Sand,,5,Vegetation,0,4,Mud,0,2,Water,,,11,0.024,No,Yes,POINT (-80.75873 28.73492)
734,-80.75879,28.73478,Merritt Island,Transect,No Structure,,Park,3,Public,Vegetation,111,8,Water,0,0,,0,0,,,,8,0.068,No,Yes,POINT (-80.75879 28.73478)
735,-80.7578,28.73475,Merritt Island,Transect,No Structure,,Park,3,Public,Vegetation,"101, 512, 133",4,Vegetation,0,11,Sand,0,3,Water,,,14,0.028,No,Yes,POINT (-80.7578 28.73475)
736,-80.75767,28.73553,Merritt Island,Transect,No Structure,,Park,3,Public,Vegetation,99,2,Vegetation,111,6,Mud,0,6,Water,,,12,0.045,No,Yes,POINT (-80.75767 28.73553)
737,-80.75805,28.73615,Merritt Island,Transect,No Structure,,Park,3,Public,Vegetation,"101, 123",1,Vegetation,123,2,Sand,0,4,Water,,,5,0.058,No,Yes,POINT (-80.75805 28.73615)
738,-80.75879,28.7371,Merritt Island,Transect,No Structure,,Park,2,Public,Vegetation,"101, 529",3,Sand,0,1,Vegetation,0,6,Water,,,7,0.06,No,Yes,POINT (-80.75879 28.7371)
739,-80.75964,28.73745,Merritt Island,Transect,No Structure,,Park,2,Public,Sand,,2,Vegetation,0,2,Vegetation,0,4,Water,,,4,0.143,No,Yes,POINT (-80.75964 28.73745)
740,-80.76131,28.73816,Merritt Island,Transect,No Structure,,Park,2,Public,Sand,,1,Vegetation,0,4,Vegetation,0,5,Water,,,5,0.084,No,Yes,POINT (-80.76131 28.73816)
741,-80.76257,28.73836,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Sand,,3,Vegetation,0,2,Sand,0,1,Water,,,3,0.154,No,Yes,POINT (-80.76257 28.73836)
742,-80.76398,28.74041,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.76398 28.74041)
743,-80.76469,28.74103,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.76469 28.74103)
744,-80.76479,28.741,Merritt Island,Transect,No Structure,,Mosquito Impoundment,2,Public,Vegetation,231,0,Vegetation,111,2,Water,0,0,,,,3,0.177,No,Yes,POINT (-80.76479 28.741)
745,-80.76537,28.7414,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.76537 28.7414)
746,-80.76524,28.7416,Merritt Island,Transition,Hard Slope,"Rubble, Limestone",Mosquito Impoundment,1,Public,"Sand, Vegetation",111,3,Water,0,0,,0,0,,,,3,0.233,No,Yes,POINT (-80.76524 28.7416)
747,-80.76476,28.74156,Merritt Island,Transition,No Structure,,Mosquito Impoundment,2,Public,Vegetation,"99, 529, 231",1,Vegetation,111,23,Water,0,0,,,,23,0.16,No,Yes,POINT (-80.76476 28.74156)
748,-80.76428,28.74154,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,No,Yes,POINT (-80.76428 28.74154)
749,-80.76418,28.74148,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Sand,,2,Vegetation,111,2,Water,0,0,,,,4,0.278,No,Yes,POINT (-80.76418 28.74148)
750,-80.76405,28.74262,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.76405 28.74262)
751,-80.76466,28.74441,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"133, 101",1,Vegetation,133,3,Sand,0,3,Water,,,6,0.169,No,Yes,POINT (-80.76466 28.74441)
752,-80.76468,28.74451,Merritt Island,Transect,No Structure,,Park,3,Public,Vegetation,"133, 515, 111",7,Sand,0,4,Water,0,0,,,,11,0.093,No,Yes,POINT (-80.76468 28.74451)
753,-80.76537,28.74523,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,515,3,Sand,0,2,Water,0,0,,,,2,0.178,No,Yes,POINT (-80.76537 28.74523)
754,-80.76553,28.74528,Merritt Island,Transect,No Structure,,Park,1,Public,Vegetation,515,2,Vegetation,0,5,Water,0,0,,,,5,0.115,No,Yes,POINT (-80.76553 28.74528)
755,-80.7663,28.74553,Merritt Island,Transect,No Structure,,Mosquito Impoundment,3,Public,Sand,,1,Vegetation,111,4,Sand,0,3,Water,,,7,0.213,No,Yes,POINT (-80.7663 28.74553)
756,-80.76756,28.74537,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.76756 28.74537)
757,-80.768,28.74511,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,"Vegetation, Sand",123,3,Vegetation,111,2,Sand,0,2,Water,,,4,0.087,No,Yes,POINT (-80.768 28.74511)
758,-80.76892,28.74356,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"111, 133",2,Sand,0,1,Water,0,0,,,,3,0.207,No,Yes,POINT (-80.76892 28.74356)
759,-80.7687,28.74248,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"99, 515, 111",3,Sand,0,2,Water,0,0,,,,4,0.281,No,Yes,POINT (-80.7687 28.74248)
760,-80.76766,28.74212,Merritt Island,Outfall,No Structure,,Mosquito Impoundment,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.76766 28.74212)
761,-80.76775,28.74167,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"111, 123",5,Sand,0,1,Water,0,0,,,,6,0.33,No,Yes,POINT (-80.76775 28.74167)
762,-80.82984,28.9352,Canaveral National Seashore,Transect,No Structure,,Park,3,Public,Vegetation,"123, 108",4,Vegetation,0,2,Sand,0,4,Water,,,6,0.128,Yes,No,POINT (-80.82984 28.9352)
763,-80.8299,28.93537,Canaveral National Seashore,Transect,No Structure,,Park,3,Public,Vegetation,"123, 101, 99",4,"Sand, Vegetation",0,4,"Sand, Shell bag",0,2,Water,,,6,0.103,Yes,No,POINT (-80.8299 28.93537)
764,-80.82994,28.93548,Canaveral National Seashore,Transect,No Structure,,Park,3,Public,Vegetation,"535, 518",4,"Sand, Vegetation",518,4,Water,0,0,,,,4,0.158,No,No,POINT (-80.82994 28.93548)
765,-80.83038,28.93616,Canaveral National Seashore,Transect,No Structure,,Park,3,Public,Vegetation,"515, 501, 543",2,"Vegetation, S",0,3,Sand,0,2,Water,,,5,0.229,No,Yes,POINT (-80.83038 28.93616)
766,-80.83073,28.93676,Canaveral National Seashore,Transect,No Structure,,Park,3,Public,Vegetation,"543, 506, 515",2,Sand,0,4,Water,0,0,,,,4,0.273,Yes,No,POINT (-80.83073 28.93676)
767,-80.83123,28.93759,Canaveral National Seashore,Transect,No Structure,,Park,3,Public,Vegetation,"515, 506",3,Vegetation,210,2,Sand,0,1,Water,,,3,0.244,No,No,POINT (-80.83123 28.93759)
768,-80.83123,28.93764,Canaveral National Seashore,Transect,No Structure,,Park,2,Public,Vegetation,"510, 111",2,Vegetation,111,2,Sand,0,3,Water,,,7,0.145,No,No,POINT (-80.83123 28.93764)
769,-80.83174,28.93831,Canaveral National Seashore,Transect,No Structure,,Park,2,Public,Vegetation,"515, 506, 108, 233",3,Sand,0,5,Water,0,0,,,,5,0.093,No,No,POINT (-80.83174 28.93831)
770,-80.83205,28.93876,Canaveral National Seashore,Transect,No Structure,,Park,3,Public,Vegetation,"101, 133",2,Vegetation,0,3,Sand,0,1,Water,,,4,0.122,Yes,No,POINT (-80.83205 28.93876)
771,-80.8325,28.93952,Canaveral National Seashore,Transition,Hard Slope,Concrete,Road,2,Public,Vegetation,"133, 101",4,"Rock, Vegetation",0,3,Water,0,0,,,,3,0.207,Yes,No,POINT (-80.8325 28.93952)
772,-80.83266,28.93973,Canaveral National Seashore,Transect,Hard Slope,Concrete,Road,1,Public,Sand,,3,"Vegetation, R",0,2,Sand,0,6,Water,,,6,0.269,No,No,POINT (-80.83266 28.93973)
773,-80.83277,28.9397,Canaveral National Seashore,Outfall,Hard Slope,"Concrete, Coquina",Road,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.83277 28.9397)
774,-80.83277,28.93989,Canaveral National Seashore,Transition,No Structure,,Road,1,Public,Vegetation,99,0,Sand,0,2,Vegetation,0,3,Water,,,5,0.266,Yes,No,POINT (-80.83277 28.93989)
775,-80.8327,28.94022,Canaveral National Seashore,Transect,No Structure,,Road,1,Public,Rock,,1,Vegetation,99,4,Sand,0,4,Water,,,4,0.222,Yes,No,POINT (-80.8327 28.94022)
776,-80.838391,28.940753,Canaveral National Seashore,Transect,No Structure,,Road,1,Public,Vegetation,"101, 99",3,Sand,0,3,Water,0,0,,,,3,0.32,No,No,POINT (-80.838391 28.940753)
777,-80.8331,28.94039,Canaveral National Seashore,Transect,No Structure,,Road,3,Public,Vegetation,101,5,Vegetation,111,2,Sand,0,2,Water,,,4,0.184,Yes,No,POINT (-80.8331 28.94039)
778,-80.83665,28.93879,Canaveral National Seashore,Transect,No Structure,,Mosquito Impoundment,2,Public,Mudflat,,1,Vegetation,111,3,Vegetation,0,7,Water,,,10,0.143,No,Yes,POINT (-80.83665 28.93879)
779,-80.83575,28.93811,Canaveral National Seashore,Transect,No Structure,,Mosquito Impoundment,3,Public,Vegetation,"231, 111, 510",7,Vegetation,210,2,Water,0,0,,,,9,0.084,No,Yes,POINT (-80.83575 28.93811)
780,-80.83479,28.9372,Canaveral National Seashore,Transect,No Structure,,Mosquito Impoundment,2,Public,Vegetation,"111, 112, 231, 510",9,"Sand, Vegetation",111,2,Water,0,0,,,,11,0.075,No,Yes,POINT (-80.83479 28.9372)
781,-80.8338,28.93568,Canaveral National Seashore,Transect,No Structure,,Mosquito Impoundment,3,Public,Vegetation,"231, 510, 111, 112",7,Sand,0,1,Water,0,0,,,,8,0.1,No,Yes,POINT (-80.8338 28.93568)
782,-80.82106,28.90679,Canaveral National Seashore,Transect,No Structure,,Park,2,Public,Vegetation,"111, 231, 510",4,Sand,0,2,Water,0,0,,,,6,0.128,Yes,No,POINT (-80.82106 28.90679)
783,-80.82102,28.90627,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,"231, 510, 111",6,Vegetation,0,2,Vegetation,210,2,Water,,,10,0.078,No,Yes,POINT (-80.82102 28.90627)
784,-80.821,28.90623,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,"231, 510",4,Vegetation,0,3,Vegetation,0,2,Vegetation,210,3.5,8,0.06,No,Yes,POINT (-80.821 28.90623)
785,-80.82013,28.90477,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,"231, 111, 510",8,Vegetation,111,2,Water,0,0,,,,10,0.137,Yes,Yes,POINT (-80.82013 28.90477)
786,-80.81998,28.90461,Canaveral National Seashore,Outfall,No Structure,,Park,0,Public,,,0,,0,0,,0,0,,,,0,0.0,,,POINT (-80.81998 28.90461)
787,-80.81987,28.90455,Canaveral National Seashore,Transect,Saltmarsh,,Park,1,Public,Vegetation,"133, 101, 111",3,Vegetation,0,2,Vegetation,0,6,Oyster,,3,14,0.193,Yes,Yes,POINT (-80.81987 28.90455)
788,-80.81951,28.90466,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,"111, 231",3,Oyster,0,2,Water,0,0,,,,5,0.133,Yes,No,POINT (-80.81951 28.90466)
789,-80.81941,28.90461,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,111,1,Vegetation,0,1,"Vegetation, OY",112,3,Oyster,,3,8,0.13,Yes,Yes,POINT (-80.81941 28.90461)
790,-80.8196,28.90443,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,"111, 123",1,Vegetation,0,2,Vegetation,0,9,Vegetation,"231, 510, 112, 210, 111",7,19,0.055,Yes,Yes,POINT (-80.8196 28.90443)
791,-80.81744,28.90251,Canaveral National Seashore,Transect,Saltmarsh,,Park,1,Public,Vegetation,"123, 111",3,Vegetation,0,1,Vegetation,0,2,Shell,,3,9,0.167,No,No,POINT (-80.81744 28.90251)
792,-80.81746,28.90254,Canaveral National Seashore,Transition,Hard Slope,Concrete,Park,1,Public,Vegetation,"133, 101, 111",7,Shell,0,1,Rock,0,3,Water,,,11,0.111,Yes,No,POINT (-80.81746 28.90254)
793,-80.81758,28.90288,Canaveral National Seashore,Transect,Hard Slope,Concrete,Park,1,Public,Vegetation,"111, 101",3,Shell,0,1,Rock,0,2,Water,,,6,0.18,Yes,No,POINT (-80.81758 28.90288)
794,-80.8178,28.90317,Canaveral National Seashore,Transition,No Structure,,Park,3,Public,Vegetation,99,1,Vegetation,0,5,Vegetation,0,5,Water,,,5,0.109,Yes,Yes,POINT (-80.8178 28.90317)
795,-80.81828,28.90397,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,"101, 512 112, 111",3,"Sand, Vegetation",111,1,Vegetation,111,2,Vegetation,112,7,13,0.136,Yes,No,POINT (-80.81828 28.90397)
796,-80.8189,28.90479,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,"123, 111",6,Vegetation,0,2,"Vegetation, OY",0,7,Water,,,15,0.1,Yes,Yes,POINT (-80.8189 28.90479)
797,-80.81895,28.9049,Canaveral National Seashore,Transition,Hard Slope,Rubble,Park,3,Public,Vegetation,123,1,Vegetation,0,4,Vegetation,0,2,Rock,,1.5,8,0.098,Yes,No,POINT (-80.81895 28.9049)
798,-80.81895,28.90502,Canaveral National Seashore,Transition,Saltmarsh,,Park,3,Public,Vegetation,123,1,Vegetation,0,3,Vegetation,0,2,"Vegetation, S","111, 112",3,8,0.098,Yes,No,POINT (-80.81895 28.90502)
799,-80.81909,28.90518,Canaveral National Seashore,Transition,Hard Slope,Rubble,Park,1,Public,Vegetation,123,1,Vegetation,0,2,Rock,0,1,Rock,,1.5,4,0.322,Yes,No,POINT (-80.81909 28.90518)
800,-80.81884,28.90542,Canaveral National Seashore,Transition,Saltmarsh,,Park,3,Public,"Vegetation, Sand",101,1,Vegetation,112,2,Vegetation,111,3,Mud,,2,7,0.067,No,No,POINT (-80.81884 28.90542)
801,-80.81985,28.90578,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,"111, 231, 510",2,Vegetation,0,2,Vegetation,0,4,Mud,,1,9,0.067,Yes,No,POINT (-80.81985 28.90578)
802,-80.82022,28.90661,Canaveral National Seashore,Transect,Saltmarsh,,Park,1,Public,Vegetation,"99, 123",1,Vegetation,0,1,Mud,0,2,Water,,,3,0.257,Yes,No,POINT (-80.82022 28.90661)
803,-80.82063,28.90668,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,"111, 231, 510",2,Vegetation,111,2,Mud,0,0,Water,,,5,0.11,No,No,POINT (-80.82063 28.90668)
804,-80.82014,28.90602,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,"231, 111, 112",2,Vegetation,111,1,Mud,0,2,Water,,,4,0.197,No,No,POINT (-80.82014 28.90602)
805,-80.82002,28.90552,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,"231, 510, 111",6,Vegetation,111,2,Mud,0,0,Water,,,8,0.093,No,No,POINT (-80.82002 28.90552)
806,-80.82105,28.9069,Canaveral National Seashore,Transect,No Structure,,Park,1,Public,Vegetation,"231, 111",1,Vegetation,0,8,Sand,0,1,Water,,,10,0.08,No,No,POINT (-80.82105 28.9069)
807,-80.82104,28.90827,Canaveral National Seashore,Transect,No Structure,,Park,3,Public,Vegetation,"111, 505",5,Vegetation,0,2,Shell,0,2,Water,,,10,0.147,No,Yes,POINT (-80.82104 28.90827)
808,-80.82062,28.90988,Canaveral National Seashore,Transect,Other,Shell Bag,Park,1,Public,Vegetation,99,0,Shell Bag,0,3,Water,0,0,,,,5,0.179,No,No,POINT (-80.82062 28.90988)
809,-80.82024,28.91024,Canaveral National Seashore,Transition,Bulkhead,Concrete,Park,3,Public,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,No,No,POINT (-80.82024 28.91024)
810,-80.81964,28.91073,Canaveral National Seashore,Transect,Bulkhead,Concrete,Park,3,Public,Vegetation,"99, 123",0,Water,0,0,,0,0,,,,0,0.0,No,No,POINT (-80.81964 28.91073)
811,-80.81939,28.91093,Canaveral National Seashore,Transition,No Structure,,Park,1,Public,Vegetation,99,1,Sand,0,3,Water,0,0,,,,4,0.326,No,No,POINT (-80.81939 28.91093)
812,-80.8191,28.91118,Canaveral National Seashore,Transition,Hard Slope,Riprap,Park,1,Public,Vegetation,101,0,"Sand, Rock, Vegetation",0,3,Vegetation,231,0,Water,,,4,0.39,No,No,POINT (-80.8191 28.91118)
813,-80.81889,28.9114,Canaveral National Seashore,Transition,Hard Slope,Rubble,Park,1,Public,Vegetation,"250, 123",0,"Sand, Rock, Vegetation",112,3,Water,0,0,,,,4,0.167,No,No,POINT (-80.81889 28.9114)
814,-80.81882,28.91159,Canaveral National Seashore,Transition,Bulkhead,Concrete,Park,3,Public,Vegetation,111,0,Water,0,0,,0,0,,,,0,0.0,No,No,POINT (-80.81882 28.91159)
815,-80.81864,28.91174,Canaveral National Seashore,Transition,No Structure,,Park,1,Public,Vegetation,123,1,Sand,0,3,Water,0,0,,,,3,0.183,No,No,POINT (-80.81864 28.91174)
816,-80.818,28.91459,Canaveral National Seashore,Transect,No Structure,,Park,0,Public,Vegetation,"250, 123, 101",1,"Sand, Vegetation",112,4,Water,0,0,,,,6,0.092,No,Yes,POINT (-80.818 28.91459)
817,-80.81952,28.91744,Canaveral National Seashore,Transect,Saltmarsh,,Park,1,Public,Vegetation,515,2,Sand,0,1,"Sand, Vegetation",210,2,Water,,,3,0.253,No,Yes,POINT (-80.81952 28.91744)
818,-80.82088,28.92026,Canaveral National Seashore,Transect,Saltmarsh,,Park,3,Public,Vegetation,"111, 112",6,Vegetation,0,3,Vegetation,210,1,Water,,,10,0.072,Yes,No,POINT (-80.82088 28.92026)
