Name,X,Y,City,Point_Type,Edge_Type,Hard_Mater,Adj_LU,Erosion,Owner,Adj_H1,V_Type1,Hab_W1,Adj_H2,V_Type2,Hab_W2,Adj_H3,V_Type3,Hab_W3,Adj_H4,V_Type4,Hab_W4,IT_Width,Rest_Opp,Slope,Comments,3_m_depth,5_m_depth,0yster_Pre,Seagrass_P,geometry
BB8,-80.9049,29.03274,New Smyrna Beach,TS,NS,,R,3,PRI,V,99,0,V,"111, 516",4,V,0,4.0,W,,,8.5,N,0.2,,70.0,80,Y,N,POINT (-80.9049 29.03274)
BB9,-80.90436,29.032,New Smyrna Beach,TR,NS,,R,3,PRI,V,99,0,V,"111, 516",2,V,0,14.0,W,,,16.5,N,0.1,,110.0,110,Y,N,POINT (-80.90436 29.032)
BB10,-80.90421,29.03116,New Smyrna Beach,TR,NS,,R,3,PRI,V,99,0,V,"111, 516",2,V,0,14.0,W,,,16.5,N,0.1,,90.0,100,Y,N,POINT (-80.90421 29.03116)
BB11,-80.90433,29.03032,New Smyrna Beach,TR,NS,,R,3,PRI,V,"99, 101",0,V,111,2,V,0,6.0,W,,,8.0,N,0.15,,80.0,90,Y,N,POINT (-80.90433 29.03032)
BB12,-80.90445,29.02941,New Smyrna Beach,TR,NS,,R,3,PRI,V,"99, 101",0,V,111,4,V,0,4.0,W,,,8.0,N,0.15,,150.0,150,Y,N,POINT (-80.90445 29.02941)
BB13,-80.90444,29.02922,New Smyrna Beach,OF,NS,,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"mangroves on both sides, 20 m canal running along road, water flow",0.0,0,Y,,POINT (-80.90444 29.02922)
BB14,-80.90407,29.02944,New Smyrna Beach,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"baffle box, square, 5 ft opening, water flow, fence around, mangroves surrounding",0.0,0,Y,,POINT (-80.90407 29.02944)
BB15,-80.90405,29.02952,New Smyrna Beach,TR,NS,,P,3,PUB,V,"133, 101, 527",3,V,"231, 510, 112, 111",8,V,0,13.0,S,,2,23.0,Y,0.001,,40.0,50,N,N,POINT (-80.90405 29.02952)
BB16,-80.90401,29.03032,New Smyrna Beach,TR,NS,,O-Road,3,PUB,V,"107, 111",1,V,111,3,OY,0,1.0,W,,,6.0,N,0.067,,60.0,70,Y,N,POINT (-80.90401 29.03032)
BB17,-80.90395,29.03115,New Smyrna Beach,TR,NS,,O-Road,3,PUB,V,111,2,V,"111, 112",3,W,0,0.0,,,,5.0,N,0.1,,50.0,60,Y,N,POINT (-80.90395 29.03115)
BB18,-80.904031,29.030151,New Smyrna Beach,OF,NS,,O-Road,0,PUB,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"marsh like outfall, water flow, surrounded by vegetation, 10 m wide",0.0,0,Y,,POINT (-80.904031 29.030151)
BB19,-80.90423,29.03209,New Smyrna Beach,TR,NS,,R,3,PRI,V,"99, 101",0,V,112,4,W,0,0.0,,,,4.0,N,0.3,,50.0,60,Y,N,POINT (-80.90423 29.03209)
BB20,-80.90469,29.03288,New Smyrna Beach,TR,NS,,R,3,PRI,V,"99, 101, 133",0,V,112,10,W,0,0.0,,,,10.0,N,0.15,,300.0,300,Y,N,POINT (-80.90469 29.03288)
BB21,-80.90491,29.03345,New Smyrna Beach,TS,BH,"CON, O-Stone",R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,,100.0,100,Y,N,POINT (-80.90491 29.03345)
BB22,-80.90501,29.03364,New Smyrna Beach,TS,"HS, NS",CON,R,3,PRI,V,99,0,R,,2,V,0,3.0,W,,,5.0,N,0.35,,50.0,60,Y,N,POINT (-80.90501 29.03364)
BB23,-80.90503,29.03379,New Smyrna Beach,TS,"BH, HS","CQ, CON, RR",R,3,PRI,V,99,0,R,,3,W,0,0.0,,,,3.0,N,0.45,,70.0,80,Y,N,POINT (-80.90503 29.03379)
BB24,-80.90533,29.03422,New Smyrna Beach,OF,HS,,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,,0.0,"4 circular of, 1 ft diameter, water flow, surrounded by shell, 1 of seperate from the rest",0.0,0,N,,POINT (-80.90533 29.03422)
BB25,-80.90527,29.03428,New Smyrna Beach,TS,"HS, NS","RB, CON",R,3,PRI,V,"99, 250",0,"R, V","516, 111",1,"R, V",0,3.0,W,,,4.5,N,0.3,,70.0,80,Y,N,POINT (-80.90527 29.03428)
BB26,-80.90527,29.03507,New Smyrna Beach,TR,"HS, NS","RB, CON",R,2,PRI,V,99,0,"R, V",111,3,W,0,0.0,,,,3.0,N,0.45,,65.0,75,Y,N,POINT (-80.90527 29.03507)
BB27,-80.9052,29.03574,New Smyrna Beach,TS,HS,"RB, CON, CQ",R,3,PRI,V,99,0,R,,5,W,0,0.0,,,,5.0,N,0.7,,80.0,90,N,N,POINT (-80.9052 29.03574)
BB28,-80.90511,29.03607,New Smyrna Beach,OF,HS,RR,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,,0.0,"circular,  3 ft diameter, water flow, surrounded  by rr",0.0,0,Y,,POINT (-80.90511 29.03607)
BB29,-80.90505,29.03608,New Smyrna Beach,TS,"BH, HS","CON, RB",R,3,PRI,V,99,0,R,,1,W,0,0.0,,,,1.0,N,0.45,,65.0,75,N,N,POINT (-80.90505 29.03608)
BB30,-80.90496,29.03639,New Smyrna Beach,TS,"HS, NS","CON, CQ",R,3,PRI,V,99,0,"R, V","99, 123",3,W,0,0.0,,,,3.0,N,0.45,,60.0,70,N,N,POINT (-80.90496 29.03639)
BB31,-80.90497,29.03655,New Smyrna Beach,TS,"BH, HS, NS","CON, CQ, O-Stone",R,3,PRI,V,99,0,R,,2,"V, R",0,5.0,W,,,7.0,N,0.7,,74.0,84,N,N,POINT (-80.90497 29.03655)
BB32,-80.90484,29.03684,New Smyrna Beach,TS,"HS, NS","CQ, RR, CON",R,3,PRI,V,99,0,"R, V",111,5,W,0,0.0,,,,5.0,N,0.7,small pial of 111 and rubble,74.0,84,N,N,POINT (-80.90484 29.03684)
BB33,-80.90469,29.03763,New Smyrna Beach,TS,BH,CON,R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.5,N,0.0,,90.0,100,Y,N,POINT (-80.90469 29.03763)
BB34,-80.90462,29.03768,New Smyrna Beach,TS,"BH, HS","CON, RB, O-Stone",R,3,PRI,V,99,0,R,,4,W,0,0.0,,,,4.0,N,0.6,,90.0,100,Y,N,POINT (-80.90462 29.03768)
BB35,-80.90477,29.03847,New Smyrna Beach,TR,"BH, HS","CON, RB, O-Stone",C,3,PRI,V,99,0,R,,3,W,0,0.0,,,,3.0,N,0.85,,60.0,70,N,N,POINT (-80.90477 29.03847)
BB36,-80.90466,29.03889,New Smyrna Beach,OF,BH,,O-Bridge,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"circular, in BH, 1 ft diameter, water flow",0.0,0,Y,,POINT (-80.90466 29.03889)
BB37,-80.90791,29.03853,New Smyrna Beach,TS,"BH, HS, NS","CON, O-Stone",P,3,PUB,V,99,0,"R, S",,5,W,0,0.0,,,,5.0,N,0.45,,30.0,40,N,N,POINT (-80.90791 29.03853)
BB38,-80.90777,29.03814,New Smyrna Beach,TS,"HS, NS","CON, RB",P,3,PUB,V,99,0,"V, R","111, 112, 210",5,"S, R",0,4.0,W,,,9.0,N,0.3,,250.0,250,Y,N,POINT (-80.90777 29.03814)
BB39,-80.90786,29.03731,New Smyrna Beach,TR,"HS, NS","CON, RB",P,3,PUB,V,99,0,"V, R",111,4,"V, R",112,1.0,"S, R",,3,8.0,N,0.3,,60.0,70,Y,N,POINT (-80.90786 29.03731)
BB40,-80.90802,29.03625,New Smyrna Beach,TR,"HS, NS","CON, RB",R,3,PRI,V,99,0,R,,2,"V, S",210,3.0,W,,,5.0,N,0.4,,50.0,60,Y,N,POINT (-80.90802 29.03625)
BB41,-80.90823,29.0359,New Smyrna Beach,TS,HS,"RR, CQ, CON",R,3,PRI,V,99,0,R,,5,W,0,0.0,,,,5.0,N,0.45,,50.0,60,Y,N,POINT (-80.90823 29.0359)
BB42,-80.908,29.03531,New Smyrna Beach,TS,"BH, HS","CON, RB",R,3,PRI,V,99,0,R,,5,W,0,0.0,,,,5.0,N,0.55,,75.0,85,Y,N,POINT (-80.908 29.03531)
BB43,-80.90813,29.03498,New Smyrna Beach,TS,HS,"RR, CON",R,3,PRI,V,99,0,R,,7,W,0,0.0,,,,7.0,N,0.7,,60.0,70,Y,N,POINT (-80.90813 29.03498)
BB44,-80.90813,29.03463,New Smyrna Beach,TS,"BH, HS","CON, RB",R,3,PRI,V,99,0,R,,1,W,0,0.0,,,,1.0,N,0.85,,130.0,130,Y,N,POINT (-80.90813 29.03463)
BB45,-80.90847,29.03382,New Smyrna Beach,TR,"BH, HS","CON, RB",R,3,PRI,V,99,0,R,,3,W,0,0.0,,,,3.0,N,0.9,,120.0,120,Y,N,POINT (-80.90847 29.03382)
BB46,-80.90891,29.0337,New Smyrna Beach,TS,HS,"RB, CON",R,3,PRI,V,99,0,R,,3,S,0,2.0,W,,,5.0,N,0.45,,55.0,65,Y,N,POINT (-80.90891 29.0337)
BB47,-80.90898,29.03371,New Smyrna Beach,OF,HS,RB,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,,0.0,"circular, 1 ft diameter, water flow, surrounded  by RB",0.0,0,N,,POINT (-80.90898 29.03371)
BB48,-80.90911,29.03365,New Smyrna Beach,TS,BH,"CON, O-Metal",R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,,50.0,50,Y,N,POINT (-80.90911 29.03365)
BB49,-80.90964,29.03336,New Smyrna Beach,TS,"BH, HS","CON, O-Metal, RB",R,3,PRI,V,99,0,"R, V",111,2,W,0,0.0,,,,2.0,N,0.85,,110.0,110,Y,N,POINT (-80.90964 29.03336)
BB50,-80.91004,29.03325,New Smyrna Beach,TS,BH,CON,R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,,110.0,110,Y,N,POINT (-80.91004 29.03325)
BB51,-80.91039,29.0332,New Smyrna Beach,TS,"HS, NS",CON,R,3,PRI,V,99,0,"R, V",111,5,W,0,0.0,,,,5.0,N,0.55,,60.0,70,Y,N,POINT (-80.91039 29.0332)
BB52,-80.91067,29.03311,New Smyrna Beach,TS,NS,,R,3,PRI,V,99,0,V,111,4,W,0,0.0,,,,4.0,N,0.3,,100.0,100,N,N,POINT (-80.91067 29.03311)
BC1,-80.90827,29.05336,New Smyrna Beach,TS,"BH, HS","CON, O-Metal",R,3,PRI,V,99,0,,,0,,0,0.0,,,,0.0,N,0.0,,0.0,0,,,POINT (-80.90827 29.05336)
BC2,-80.90834,29.05371,New Smyrna Beach,TS,BH,RR,R,3,PRI,V,99,0,R,,2,W,0,0.0,,,,2.0,N,0.8,,83.0,93,Y,N,POINT (-80.90834 29.05371)
BC3,-80.90898,29.05456,New Smyrna Beach,TS,HS,RR,R,3,PRI,V,99,0,R,,4,S,0,1.0,W,,,5.0,N,0.45,,74.0,84,,,POINT (-80.90898 29.05456)
BC4,-80.90903,29.05491,New Smyrna Beach,TS,BH,O-Metal,R,3,PRI,W,,0,,,0,,0,0.0,,,,0.0,N,0.0,metal,78.0,88,,,POINT (-80.90903 29.05491)
BC5,-80.90916,29.05511,New Smyrna Beach,TS,"BH, HS",RR,R,3,PRI,V,99,0,R,,2,W,0,0.0,,,,2.0,N,0.45,,90.0,100,Y,N,POINT (-80.90916 29.05511)
BC6,-80.90996,29.05592,New Smyrna Beach,TR,"BH, HS",CON,R,3,PRI,V,99,0,R,,2,"S, R",0,2.0,W,,,4.0,N,0.4,,75.0,85,N,N,POINT (-80.90996 29.05592)
BC7,-80.91007,29.0563,New Smyrna Beach,TS,HS,RB,R,3,PRI,V,99,0,"R, V",111,2,"S, R",0,2.0,W,,,4.0,N,0.45,,75.0,85,N,N,POINT (-80.91007 29.0563)
BC8,-80.91071,29.05666,New Smyrna Beach,TS,"BH, HS",RR,R,3,PRI,V,99,0,R,,2,W,0,0.0,,,,2.0,N,0.8,,75.0,85,N,N,POINT (-80.91071 29.05666)
BC9,-80.91088,29.05687,New Smyrna Beach,TS,BH,CON,R,3,PRI,S,,0,W,,0,,0,0.0,,,,0.0,N,0.0,concrete bags at base,165.0,175,N,N,POINT (-80.91088 29.05687)
BC10,-80.91124,29.05706,New Smyrna Beach,TS,HS,RB,R,3,PRI,V,130,0,"OY, R",,4,"S, R",0,1.0,W,,,5.0,N,0.8,,165.0,175,N,N,POINT (-80.91124 29.05706)
BC11,-80.91129,29.05717,New Smyrna Beach,TS,"BH, HS",RB,R,3,PRI,V,130,0,R,,3,W,0,0.0,,,,3.0,N,0.75,,165.0,175,N,N,POINT (-80.91129 29.05717)
BC12,-80.91183,29.05754,New Smyrna Beach,TS,"BH, NS",,R,3,PRI,V,"99, 518",0,W,,0,,0,0.0,,,,0.0,N,0.0,,200.0,210,N,N,POINT (-80.91183 29.05754)
BC13,-80.91217,29.0578,New Smyrna Beach,TS,HS,RR,R,3,PRI,V,122,0,R,,3,"R, V",122,1.5,W,,,4.5,N,0.45,,163.0,173,N,N,POINT (-80.91217 29.0578)
BC14,-80.91254,29.05823,New Smyrna Beach,TS,BH,"RR, WO",R,3,PRI,R,,0,R,,3,"R, V",210,1.0,,,,4.0,N,0.45,,65.0,75,N,N,POINT (-80.91254 29.05823)
BC15,-80.913,29.05869,New Smyrna Beach,TS,HS,RR,R,3,PRI,V,99,0,R,,2,"S, R",0,2.0,W,,,4.5,N,0.0,very strong current,65.0,75,N,N,POINT (-80.913 29.05869)
BC16,-80.91357,29.05948,New Smyrna Beach,TS,NS,,R,3,PRI,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"metal small canal, 15 boat slips by condos, leads back to rock wall, mangrove cove",0.0,0,Y,N,POINT (-80.91357 29.05948)
BC17,-80.91396,29.05979,New Smyrna Beach,TS,"BH, HS",RB,R,3,PRI,V,99,0,V,111,3,R,0,1.0,W,,,4.0,N,0.8,,200.0,210,Y,N,POINT (-80.91396 29.05979)
BC18,-80.91405,29.06009,New Smyrna Beach,TS,HS,RR,R,3,PRI,"V, R",111,3,"R, V",210,2,W,0,0.0,,,,4.5,N,0.0,,200.0,210,N,N,POINT (-80.91405 29.06009)
BC19,-80.91418,29.06027,New Smyrna Beach,TS,NS,,R,3,PRI,V,"101, 112",0,V,"111, 112",6,S,0,1.0,,,,7.5,N,0.25,,75.0,85,Y,N,POINT (-80.91418 29.06027)
BC20,-80.91494,29.06128,New Smyrna Beach,TR,NS,,"R, N",3,PRI,V,99,0,V,"111, 112",3,"S, R",0,1.0,W,,,4.0,N,0.25,,75.0,85,Y,N,POINT (-80.91494 29.06128)
BC21,-80.91518,29.06225,New Smyrna Beach,TR,NS,,"R, N",3,PRI,V,99,1,V,111,3,"S, R",0,2.0,W,,,5.0,N,0.2,,30.0,40,Y,N,POINT (-80.91518 29.06225)
BC22,-80.91498,29.06281,New Smyrna Beach,TS,BH,CON,M,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,coast guard station,100.0,110,Y,N,POINT (-80.91498 29.06281)
BC23,-80.9178,29.06581,New Smyrna Beach,TR,NS,,N,3,PRI,"S, V",99,1,V,"210, 220",4,S,0,5.0,W,,,9.0,N,0.35,coast guard station,40.0,50,N,N,POINT (-80.9178 29.06581)
BC24,-80.91606,29.06348,New Smyrna Beach,TR,NS,,N,3,PUB,V,99,3,V,"111, 231",4,S,0,5.0,W,,,9.0,N,0.0,,40.0,50,N,N,POINT (-80.91606 29.06348)
BC25,-80.91835,29.06756,New Smyrna Beach,TR,NS,,N,2,PUB,"S, V",111,23,S,,7,W,0,0.0,,,,20.0,N,0.0,,100.0,110,N,N,POINT (-80.91835 29.06756)
BC26,-80.91907,29.06859,New Smyrna Beach,TR,NS,,N,3,PUB,"S, V",99,8,S,,64,,0,0.0,,,,64.0,N,0.2,,0.0,0,,,POINT (-80.91907 29.06859)
BC27,-80.92057,29.06456,New Smyrna Beach,TR,SM,,N,2,PUB,V,"110, 111, 210",3,"S, V","111, 210",12,S,0,38.0,W,,,53.0,N,0.15,"across from inlet, salt marsh being buried at edge from across edge to interior (37 cm)",10.0,12,N,N,POINT (-80.92057 29.06456)
BC28,-80.91868,29.06236,New Smyrna Beach,TR,NS,,N,3,PUB,V,"210, 110, 111",3,V,"111, 112, 210",6,V,0,2.0,S,,12,0.0,N,0.06,,15.0,25,N,N,POINT (-80.91868 29.06236)
BC29,-80.91678,29.05962,New Smyrna Beach,TR,NS,,N,3,PUB,V,"123, 111",4,"S, V","111, 112",11,S,0,5.0,W,,,20.0,N,0.13,,25.0,30,Y,N,POINT (-80.91678 29.05962)
BC30,-80.91438,29.05751,New Smyrna Beach,O,,,,0,PUB,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"water channel w/marker 18, slow wake sign on beach (accretion)",0.0,0,,,POINT (-80.91438 29.05751)
BC31,-80.91422,29.05667,New Smyrna Beach,TR,NS,,N,1,PUB,V,133,2,V,"123, 231, 210",8,V,0,4.0,"Shell, S",,6,18.0,N,0.0,,30.0,35,Y,N,POINT (-80.91422 29.05667)
BC32,-80.91129,29.05259,New Smyrna Beach,OF,NS,,N,3,PUB,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"water flow back into mangrove island, 210 in, tidal pool, ~3 m across flow",0.0,0,,,POINT (-80.91129 29.05259)
BC33,-80.90916,29.04831,New Smyrna Beach,OF,NS,,N,3,PUB,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"water flow from icw, between mangrove islands ~30m wide, oysters on both shores",0.0,0,,,POINT (-80.90916 29.04831)
BC34,-80.90768,29.04844,New Smyrna Beach,TR,NS,,N,2,PUB,V,111,4,V,"111, 112",4,V,111,2.0,S,,9,19.0,N,0.08,fidler crabs,20.0,40,N,N,POINT (-80.90768 29.04844)
BC35,-80.90622,29.04806,New Smyrna Beach,TR,NS,,N,3,PRI,V,111,2,V,"123, 231, 111",3,V,0,3.0,S,,8,16.0,N,0.11,,25.0,32,,,POINT (-80.90622 29.04806)
BC36,-80.911283,29.031086,New Smyrna Beach,TR,NS,,N,1,PRI,V,537,4,S,,2,"S, V",0,2.0,Mud,,4,8.0,N,0.45,"scarp=5m, Chicken Island",25.0,40,N,N,POINT (-80.911283 29.031086)
BC37,-80.91633,29.02817,New Smyrna Beach,TR,NS,,N,3,PUB,V,"123, 231",2,V,111,6,"Shell, OY",0,4.0,S,,20,32.0,N,0.1,Chicken island,0.0,0,,,POINT (-80.91633 29.02817)
BD1,-80.64863,28.67482,Canaveral National Seashore,TR,SM,,P,3,PUB,V,"99, 529",1,V,"101, 107, 123, 233, 111",2,V,111,6.0,S,,2,10.0,N,0.026,,19.0,26,N,Y,POINT (-80.64863 28.67482)
BD2,-80.65053,28.67807,Canaveral National Seashore,TR,SM,,P,2,PUB,V,"123, 231, 107",4,V,"111, 231, 510",2,V,111,2.0,S,,2,10.5,N,0.106,,40.0,50,N,Y,POINT (-80.65053 28.67807)
BD3,-80.65252,28.67872,Canaveral National Seashore,TR,SM,,P,2,PUB,V,"231, 111, 233",6,V,111,4,S,0,1.0,W,,,11.0,N,0.06,,40.0,50,N,Y,POINT (-80.65252 28.67872)
BD4,-80.65486,28.67612,Canaveral National Seashore,TR,SM,,P,2,PUB,V,"231, 107, 108, 111",3,V,"123, 231, 510",5,"V, S",0,3.0,S,,2,13.0,N,0.047,,40.0,50,N,Y,POINT (-80.65486 28.67612)
BD5,-80.65469,28.67742,Canaveral National Seashore,TR,SM,,P,2,PUB,V,"527, 133, 510",4,V,"107, 108, 123",4,V,111,0.5,S,,5.5,10.0,N,0.044,potential Horseshoe crab nesting area,20.0,30,N,Y,POINT (-80.65469 28.67742)
BD6,-80.65433,28.68087,Canaveral National Seashore,TR,SM,,P,2,PUB,V,"231, 510",1,"S, W",,8,"V, S",0,8.0,"S, V",111,4,20.0,N,0.064,sinks in middle,15.0,20,N,Y,POINT (-80.65433 28.68087)
BD7,-80.65624,28.68385,Canaveral National Seashore,TR,SM,,P,2,PUB,V,111,1,Mud,,6,V,0,2.0,S,,2,11.0,N,0.038,,20.0,25,N,Y,POINT (-80.65624 28.68385)
BD8,-80.66002,28.68453,Canaveral National Seashore,TR,SM,,P,2,PUB,V,"111, 231",6,Mud,,4,V,0,1.5,S,,2,13.0,N,0.105,,20.0,30,N,Y,POINT (-80.66002 28.68453)
BD9,-80.66,28.68637,Canaveral National Seashore,TR,SM,,P,2,PUB,V,"111, 107",1,"V, Mud",111,4,V,0,2.0,S,,5,12.0,N,0.049,sinks in middle,15.0,20,N,Y,POINT (-80.66 28.68637)
BD10,-80.6601,28.69137,Canaveral National Seashore,TR,SM,,P,2,PUB,V,111,1,"Mud, W",,5,V,0,7.0,S,,3,16.0,N,0.058,sinks in middle,22.0,32,N,Y,POINT (-80.6601 28.69137)
BD11,-80.6625,28.69391,Canaveral National Seashore,TR,SM,,P,2,PUB,V,111,1,"V, Mud",111,5,V,0,5.0,S,,5,16.0,N,0.065,,20.0,25,N,Y,POINT (-80.6625 28.69391)
BD12,-80.66503,28.69766,Canaveral National Seashore,TR,SM,,P,3,PRI,V,111,10,V,"111, 505",2,V,505,8.0,S,,1,21.0,N,0.06,,27.0,37,N,Y,POINT (-80.66503 28.69766)
BD13,-80.66804,28.70137,Canaveral National Seashore,TR,SM,,P,2,PRI,V,"231, 111, 107",2,V,111,3,"S, V",111,3.0,S,,2,10.0,N,0.072,,30.0,40,N,Y,POINT (-80.66804 28.70137)
BD14,-80.67075,28.7049,Canaveral National Seashore,TR,SM,,P,2,PUB,V,"111, 111",5,"S, V",510,10,"S, V",0,5.0,S,,1,21.0,N,0.06,,18.0,18,N,Y,POINT (-80.67075 28.7049)
BD15,-80.67281,28.70654,Canaveral National Seashore,TR,SM,,P,2,PUB,V,"510, 111",2,V,111,6,"S, V",111,10.0,W,,,18.0,N,0.07,,17.0,25,N,Y,POINT (-80.67281 28.70654)
BD16,-80.67615,28.71181,Canaveral National Seashore,TR,SM,,P,3,PUB,V,"505, 111",5,V,111,6,V,111,6.0,V,111,3,20.0,N,0.07,,45.0,55,N,Y,POINT (-80.67615 28.71181)
BD17,-80.67702,28.71263,Canaveral National Seashore,OF,SM,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"double culvert, water flow, circular, 2 ft diameter",0.0,0,N,Y,POINT (-80.67702 28.71263)
BD18,-80.67953,28.71459,Canaveral National Seashore,TR,SM,,P,2,PUB,V,"111, 107",4,V,"107, 231",2,V,111,3.0,S,,2,11.0,N,0.07,,20.0,26,N,Y,POINT (-80.67953 28.71459)
BD19,-80.68413,28.71597,Canaveral National Seashore,TR,SM,,P,2,PUB,V,111,4,V,"231, 107, 111",3,V,111,2.0,S,,2,11.0,N,0.07,,19.0,33,N,Y,POINT (-80.68413 28.71597)
BE1,-80.72101,28.70672,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"10 m canal, surrounded by vegetation, water flow, algae",0.0,0,N,N,POINT (-80.72101 28.70672)
BE2,-80.72091,28.70664,Merritt Island,TS,HS,,P,2,PUB,V,"527, 529",2,V,"107, 530",2,R,0,1.0,"S, W",,2,5.0,N,0.117,,30.0,40,N,N,POINT (-80.72091 28.70664)
BE3,-80.72076,28.7065,Merritt Island,TS,NS,,P,2,PUB,V,"527, 123, 530",2,S,,3,"S, W",0,3.0,,,,6.0,Y,0.075,,25.0,35,N,N,POINT (-80.72076 28.7065)
BE4,-80.72066,28.70651,Merritt Island,OF,HS,CON,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"circular, concrete, 1 ft diameter, no water flow, damaged, surrounded by sand and vegetation",0.0,0,,,POINT (-80.72066 28.70651)
BE5,-80.72008,28.70578,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"10 m canal, water flow, surrounded by vegetation and rock",0.0,0,,,POINT (-80.72008 28.70578)
BE6,-80.72012,28.70572,Merritt Island,TS,HS,"CON, RB",P,3,PUB,V,"536, 539, 99",0,"R, V","107, 535, 133",4,"S, R",0,2.0,W,,,5.5,N,0.257,,50.0,60,N,N,POINT (-80.72012 28.70572)
BE7,-80.7194,28.70519,Merritt Island,TR,HS,"CON, RB",P,3,PUB,"R, V",99,1,"R, V","107, 111",1,R,0,1.0,"S, W",,2,4.0,N,0.18,,15.0,18,N,Y,POINT (-80.7194 28.70519)
BE8,-80.71721,28.70249,Merritt Island,TR,HS,"CON, RB",P,3,PUB,"R, V",530,2,R,,1,"S, W",0,1.0,,,,2.0,N,0.248,,20.0,30,N,Y,POINT (-80.71721 28.70249)
BE9,-80.715,28.69983,Merritt Island,TR,HS,"CON, RB",P,2,PUB,V,99,2,"R, V","123, 107, 111",2,S,0,5.0,W,,,7.0,Y,0.129,,20.0,30,N,Y,POINT (-80.715 28.69983)
BE10,-80.7138,28.69831,Merritt Island,OF,NS,,P,0,PUB,,,0,,,0,,0,0.0,,,,0.0,,0.0,"5 m canal, water flow, surrounded by vegetation",0.0,0,N,Y,POINT (-80.7138 28.69831)
BE11,-80.71382,28.69817,Merritt Island,TS,NS,,P,2,PUB,V,"133, 123",1,V,"111, 107",2,"S, W",0,4.0,,,,6.0,Y,0.084,,20.0,30,N,Y,POINT (-80.71382 28.69817)
BE12,-80.71127,28.69571,Merritt Island,TR,NS,,P,2,PUB,V,"527, 123, 107",2,V,"111, 107",2,"S, W",0,6.0,,,,8.0,Y,0.079,,25.0,25,N,Y,POINT (-80.71127 28.69571)
BE13,-80.70858,28.69335,Merritt Island,TR,NS,,P,2,PUB,V,"527, 101, 531",2,V,"101, 123",1,"S, W",0,6.0,,,,7.0,Y,0.052,,25.0,35,N,Y,POINT (-80.70858 28.69335)
BE14,-80.70573,28.69116,Merritt Island,TR,NS,,P,2,PUB,V,"101, 133",2,V,"123, 111",3,"S, W",0,5.0,,,,8.0,Y,0.075,,30.0,35,N,Y,POINT (-80.70573 28.69116)
BE15,-80.70303,28.68882,Merritt Island,TR,NS,,P,2,PUB,V,"123, 101, 531",3,V,111,1,"S, W",0,6.0,,,,7.0,Y,0.066,,30.0,35,N,Y,POINT (-80.70303 28.68882)
BE16,-80.7003,28.68651,Merritt Island,TR,NS,,P,2,PUB,V,133,1,V,"123, 527, 531",4,V,111,1.0,"S, W",,4,9.0,Y,0.049,,27.0,35,N,Y,POINT (-80.7003 28.68651)
BE17,-80.69753,28.68429,Merritt Island,TR,NS,,P,2,PUB,V,"133, 101",1,V,"250., 107, 123, 527",6,"S, V",111,2.0,"S, W",,5,13.0,Y,0.11,,35.0,45,N,Y,POINT (-80.69753 28.68429)
BE18,-80.69506,28.68181,Merritt Island,TR,NS,,P,1,PUB,V,133,1,V,123,3,"S, W",0,8.0,,,,8.0,Y,0.079,,30.0,35,N,Y,POINT (-80.69506 28.68181)
BE19,-80.6926,28.67911,Merritt Island,TR,NS,,P,1,PUB,V,133,1,V,"505, 537, 527",1,V,0,5.0,"S, W",,5,10.0,Y,0.109,,30.0,35,N,Y,POINT (-80.6926 28.67911)
BE20,-80.69058,28.67624,Merritt Island,TR,NS,,P,2,PUB,V,"133, 523",1,V,"527, 123, 107",2,V,111,1.0,"S, W",,3,4.0,Y,0.133,,25.0,30,N,Y,POINT (-80.69058 28.67624)
BE21,-80.69004,28.67561,Merritt Island,TS,HS,"CON, RB",P,2,PUB,V,"527, 99",3,"R, V","527, 111",3,"S, W",0,6.0,,,,9.0,N,0.068,,20.0,25,N,Y,POINT (-80.69004 28.67561)
